4,돼지호박
3,돌나물
3,산마
3,당귀
3,토란
3,아욱
3,마늘종
3,근대
3,쑥
3,차이브
2,민들레
2,쌈무
2,루꼴라
2,봄동
2,고구마순
2,세발나물
2,머위대
2,비름
2,조선무
2,순무
2,물냉이
2,참마
1,노루궁뎅이버섯
1,냉이
1,실고추
1,가시오가피
1,돈나물
1,오가피
1,백합
1,신선초
1,홍피망
1,쌈채
1,락교
1,방아잎
1,버섯가루
1,애느타리버섯
1,셀러리
1,무청시래기
1,그린비타민
1,무청
1,진달래꽃
1,앤다이브
1,땅콩호박
1,통조림토마토
1,참느타리버섯
3,초콜릿
1,카카오닙스
1,커피
384,후추
116,생강
99,고춧가루
91,파
67,깻잎
45,카레가루
36,바질
32,로즈마리
30,월계수잎
28,파슬리가루
14,계피가루
14,오레가노
13,고추냉이
13,민트
11,타임
9,겨자가루
9,겨자
7,홀그레인머스터드
6,연겨자
6,계피
5,바질가루
5,피클링스파이스
3,정향
3,마늘가루
3,넛맥
2,고수가루
2,고추가루
2,오레가노가루
1,고수
1,이태리시즈닝
1,허브크러스트
1,겨자분말
1,먹물
1,울금가루
1,페페론치노
1,건로즈마리
1,스테이크시즈닝
1,가람마살라
1,커민파우더
1,키엔페퍼
1,고수씨
1,케이퍼
1,파채
1,팔각
1,그린커리페이스트
1,레몬그라스
1,바닐라빈
1,큐민파우더
